"","Generation","strategy","zy","ratio","fit_media","fit_sd"
"21529",168,"fit_B",25,3.125,15.6431560845212,0.572820339366164
"21530",168,"fit_B",26,3.25,16.5804365301238,0.643531799845328
"21531",168,"fit_B",27,3.375,17.2034911436065,0.724162901726485
"21532",168,"fit_B",28,3.5,13.4944347025815,0.837549372782631
"21533",168,"fit_B",29,3.625,13.9303927946768,0.952529666963018
"21534",168,"fit_B",30,3.75,14.3964779508976,1.05456269087358
"21535",168,"fit_B",31,3.875,15.2306522528116,1.23508769863393
"21536",168,"fit_B",32,4,15.5776939046711,1.4540293310189
"21537",168,"fit_O",1,0.125,5.22666722921588,0.13529278780787
"21538",168,"fit_O",2,0.25,7.55820319008452,0.0463647964590753
"21539",168,"fit_O",3,0.375,7.57080416425843,0.0527029331188813
"21540",168,"fit_O",4,0.5,7.63873295169507,0.0441094312517913
"21541",168,"fit_O",5,0.625,7.31264881313764,0.036267135035056
"21542",168,"fit_O",6,0.75,6.65444068437732,0.074807260885549
"21543",168,"fit_O",7,0.875,7.1492621483928,0.0512625872707169
"21544",168,"fit_O",8,1,7.33853049737904,0.0531075459237567
"21545",168,"fit_O",9,1.125,7.35450376902951,0.0739276872567425
"21546",168,"fit_O",10,1.25,7.57630919983228,0.0662027689664384
"21547",168,"fit_O",11,1.375,7.75953442652063,0.0594305114730691
"21548",168,"fit_O",12,1.5,7.95160414072005,0.0518473440317383
"21549",168,"fit_O",13,1.625,8.10306362668229,0.070352915594485
"21550",168,"fit_O",14,1.75,7.54232992090901,2.52915309622831
"21551",168,"fit_O",15,1.875,0.175,1.24392462989061
"21552",168,"fit_O",16,2,0,0
"21553",168,"fit_O",17,2.125,0,0
"21554",168,"fit_O",18,2.25,0,0
"21555",168,"fit_O",19,2.375,0,0
"21556",168,"fit_O",20,2.5,0,0
"21557",168,"fit_O",21,2.625,0,0
"21558",168,"fit_O",22,2.75,0,0
"21559",168,"fit_O",23,2.875,0,0
"21560",168,"fit_O",24,3,0,0
"21561",168,"fit_O",25,3.125,0,0
"21562",168,"fit_O",26,3.25,0,0
"21563",168,"fit_O",27,3.375,0,0
"21564",168,"fit_O",28,3.5,0,0
"21565",168,"fit_O",29,3.625,0,0
"21566",168,"fit_O",30,3.75,0,0
"21567",168,"fit_O",31,3.875,0,0
"21568",168,"fit_O",32,4,0,0
"21569",168,"fit_Y",1,0.125,2.81412112915306,0.0382983259576691
"21570",168,"fit_Y",2,0.25,5.17172136248642,0.2808171462475
"21571",168,"fit_Y",3,0.375,4.80857574588758,0.175746822406267
"21572",168,"fit_Y",4,0.5,4.29397529984795,0.112730118795708
"21573",168,"fit_Y",5,0.625,7.27201563386444,0.0892103654230438
"21574",168,"fit_Y",6,0.75,8.50781099827304,0.03501310472277
"21575",168,"fit_Y",7,0.875,8.51423592168823,0.0325223959239041
"21576",168,"fit_Y",8,1,8.63972086483931,0.0364453694500764
"21577",168,"fit_Y",9,1.125,9.90266701605049,0.0349208778153159
"21578",168,"fit_Y",10,1.25,11.0053605705957,0.0668909454749275
"21579",168,"fit_Y",11,1.375,11.2421488901999,0.0692670214814976
"21580",168,"fit_Y",12,1.5,11.5025826322837,0.0754143312787166
"21581",168,"fit_Y",13,1.625,12.0657008979287,0.120191761500273
"21582",168,"fit_Y",14,1.75,11.7090530737658,1.85715268606096
"21583",168,"fit_Y",15,1.875,6.15440466524966,0.0612038528419817
"21584",168,"fit_Y",16,2,6.51926235212524,0.0660608467621624
"21585",168,"fit_Y",17,2.125,6.85612510891374,0.0843957384609088
"21586",168,"fit_Y",18,2.25,7.36079621508798,0.0909640711978649
"21587",168,"fit_Y",19,2.375,7.82542375836274,0.097678982318234
"21588",168,"fit_Y",20,2.5,8.29751683352993,0.121555005876392
"21589",168,"fit_Y",21,2.625,8.97818407381905,0.137717565392932
"21590",168,"fit_Y",22,2.75,9.50299345322347,0.163738621000474
"21591",168,"fit_Y",23,2.875,9.40430497936853,0.177216884016653
"21592",168,"fit_Y",24,3,9.53544077124808,0.195026254258317
"21593",168,"fit_Y",25,3.125,11.4052387987559,0.445053250082401
"21594",168,"fit_Y",26,3.25,11.6118378825368,0.483079584157129
"21595",168,"fit_Y",27,3.375,11.8261258079427,0.533293244878723
"21596",168,"fit_Y",28,3.5,11.6984632674823,0.290624742086344
"21597",168,"fit_Y",29,3.625,12.3249181902487,0.361359710224524
"21598",168,"fit_Y",30,3.75,12.8130005661,0.390677603269327
"21599",168,"fit_Y",31,3.875,13.3982706921362,0.485552558624701
"21600",168,"fit_Y",32,4,13.8163168792908,0.527157169086268
"21601",168,"fit_total",1,0.125,3.0999955,0.0605293167532574
"21602",168,"fit_total",2,0.25,5.537316,0.225316131547108
"21603",168,"fit_total",3,0.375,5.1445975,0.169904752339139
"21604",168,"fit_total",4,0.5,4.6358465,0.198081700348313
"21605",168,"fit_total",5,0.625,6.452896,0.0852331726572004
"21606",168,"fit_total",6,0.75,6.995779,0.0853252059280648
"21607",168,"fit_total",7,0.875,7.1108505,0.0755059708974172
"21608",168,"fit_total",8,1,7.1854985,0.0740504317146174
"21609",168,"fit_total",9,1.125,7.74168,0.14473359591981
"21610",168,"fit_total",10,1.25,8.1124245,0.224920307266729
"21611",168,"fit_total",11,1.375,8.119017,0.191669916602223
"21612",168,"fit_total",12,1.5,8.2112495,0.223047034775111
"21613",168,"fit_total",13,1.625,8.233733,0.225624593815354
"21614",168,"fit_total",14,1.75,7.537106,1.10530964504445
"21615",168,"fit_total",15,1.875,6.2023735,0.0823773800885445
"21616",168,"fit_total",16,2,6.9686535,0.11777321818635
"21617",168,"fit_total",17,2.125,7.5081005,0.144978425161724
"21618",168,"fit_total",18,2.25,8.0649805,0.168178942083584
"21619",168,"fit_total",19,2.375,8.772288,0.190868932781137
"21620",168,"fit_total",20,2.5,9.225821,0.254864219859608
"21621",168,"fit_total",21,2.625,10.039884,0.28229160677669
"21622",168,"fit_total",22,2.75,10.593705,0.371318643859661
"21623",168,"fit_total",23,2.875,10.5716975,0.397183116393726
"21624",168,"fit_total",24,3,11.744689,0.365573035965801
"21625",168,"fit_total",25,3.125,14.6694755,0.59250157637326
"21626",168,"fit_total",26,3.25,15.449314,0.676322403136136
"21627",168,"fit_total",27,3.375,15.9446905,0.760016975577792
"21628",168,"fit_total",28,3.5,13.193311,0.762413563359775
"21629",168,"fit_total",29,3.625,13.658698,0.862838849729207
"21630",168,"fit_total",30,3.75,14.1185215,0.944845966823683
"21631",168,"fit_total",31,3.875,14.917217,1.12666887175282
"21632",168,"fit_total",32,4,15.259077,1.31060493127403
"21633",169,"fit_B",1,0.125,5.33916547816884,0.0958386542664793
"21634",169,"fit_B",2,0.25,4.49374980975825,0.111784465523769
"21635",169,"fit_B",3,0.375,4.28352827448721,0.0755872934967402
"21636",169,"fit_B",4,0.5,4.58313791138835,0.153160155056459
"21637",169,"fit_B",5,0.625,5.12019638001916,0.0918395092752685
"21638",169,"fit_B",6,0.75,5.76426042485859,0.0926459349774595
"21639",169,"fit_B",7,0.875,5.8497869313459,0.0962302758782644
"21640",169,"fit_B",8,1,5.88858964805627,0.106551969393234
"21641",169,"fit_B",9,1.125,6.17745091702426,0.163721114898021
"21642",169,"fit_B",10,1.25,6.42444496677026,0.225375425631177
"21643",169,"fit_B",11,1.375,6.5751489065095,0.214758116229603
"21644",169,"fit_B",12,1.5,6.81812377887925,0.258214260772677
"21645",169,"fit_B",13,1.625,6.89391695527618,0.222602886832481
"21646",169,"fit_B",14,1.75,6.48091370694057,0.768667169866508
"21647",169,"fit_B",15,1.875,6.21654497796279,0.0866990809134004
"21648",169,"fit_B",16,2,6.98225148322542,0.144611426063472
"21649",169,"fit_B",17,2.125,7.56201727181877,0.146338071336278
"21650",169,"fit_B",18,2.25,8.18525827287539,0.204958240873637
"21651",169,"fit_B",19,2.375,8.8775110177708,0.202349278671895
"21652",169,"fit_B",20,2.5,9.40494239033272,0.267240698737232
"21653",169,"fit_B",21,2.625,10.2111089662227,0.321571562755009
"21654",169,"fit_B",22,2.75,10.7559111773659,0.413633341671471
"21655",169,"fit_B",23,2.875,10.7513131389656,0.47968902869605
"21656",169,"fit_B",24,3,12.0630417595568,0.411157834792032
"21657",169,"fit_B",25,3.125,16.0465260660821,0.60123643290925
"21658",169,"fit_B",26,3.25,16.6890161494111,0.654445189638715
"21659",169,"fit_B",27,3.375,17.4843347267479,0.701984080388224
"21660",169,"fit_B",28,3.5,13.4726513991139,0.850008026201036
"21661",169,"fit_B",29,3.625,13.8884845438204,0.861720641902173
"21662",169,"fit_B",30,3.75,14.6495438506594,0.984122082133499
"21663",169,"fit_B",31,3.875,14.8235756747242,1.26744314582252
"21664",169,"fit_B",32,4,16.0405706101421,1.49549103402619
"21665",169,"fit_O",1,0.125,5.2569130066283,0.145605097936896
"21666",169,"fit_O",2,0.25,7.55572278599934,0.0455895286559026
"21667",169,"fit_O",3,0.375,7.56834275470676,0.0525849351082225
"21668",169,"fit_O",4,0.5,7.64042306987943,0.0429049512518248
"21669",169,"fit_O",5,0.625,7.31137420017886,0.0421583895716952
"21670",169,"fit_O",6,0.75,6.66110692892433,0.0646868296750209
"21671",169,"fit_O",7,0.875,7.14885442114654,0.0510937189181546
"21672",169,"fit_O",8,1,7.33580981294428,0.0495318628280667
"21673",169,"fit_O",9,1.125,7.35230182579327,0.0731391198587159
"21674",169,"fit_O",10,1.25,7.58675590221473,0.0714404827218592
"21675",169,"fit_O",11,1.375,7.7671216961616,0.0600418475540796
"21676",169,"fit_O",12,1.5,7.95072742967135,0.0504338425266814
"21677",169,"fit_O",13,1.625,8.10615226036933,0.0706600653983888
"21678",169,"fit_O",14,1.75,7.55714880689654,2.5343740054879
"21679",169,"fit_O",15,1.875,0.206333333333333,1.45161155075182
"21680",169,"fit_O",16,2,0,0
"21681",169,"fit_O",17,2.125,0,0
"21682",169,"fit_O",18,2.25,0,0
"21683",169,"fit_O",19,2.375,0,0
"21684",169,"fit_O",20,2.5,0,0
"21685",169,"fit_O",21,2.625,0,0
"21686",169,"fit_O",22,2.75,0,0
"21687",169,"fit_O",23,2.875,0,0
"21688",169,"fit_O",24,3,0,0
"21689",169,"fit_O",25,3.125,0,0
"21690",169,"fit_O",26,3.25,0,0
"21691",169,"fit_O",27,3.375,0,0
"21692",169,"fit_O",28,3.5,0,0
"21693",169,"fit_O",29,3.625,0,0
"21694",169,"fit_O",30,3.75,0,0
"21695",169,"fit_O",31,3.875,0,0
"21696",169,"fit_O",32,4,0,0
"21697",169,"fit_Y",1,0.125,2.83546592692382,0.0399168670419162
"21698",169,"fit_Y",2,0.25,5.16892008944073,0.273323085499844
"21699",169,"fit_Y",3,0.375,4.80556951047768,0.169992933401482
"21700",169,"fit_Y",4,0.5,4.2943250215554,0.11298884349629
"21701",169,"fit_Y",5,0.625,7.27358546294973,0.0885698564700577
"21702",169,"fit_Y",6,0.75,8.50811670409436,0.0346462064103859
"21703",169,"fit_Y",7,0.875,8.51498656611697,0.0340294725335308
"21704",169,"fit_Y",8,1,8.64153448192391,0.0385694962929355
"21705",169,"fit_Y",9,1.125,9.90010915111252,0.0388173755401316
"21706",169,"fit_Y",10,1.25,11.0009185201628,0.0741884939670396
"21707",169,"fit_Y",11,1.375,11.2354492794856,0.0689984222678194
"21708",169,"fit_Y",12,1.5,11.5140857055314,0.0643046648962764
"21709",169,"fit_Y",13,1.625,12.0870711803524,0.117455815934502
"21710",169,"fit_Y",14,1.75,11.6787532183574,1.88517118734004
"21711",169,"fit_Y",15,1.875,6.16371597712317,0.0723090947905903
"21712",169,"fit_Y",16,2,6.49346758078907,0.0656111725100672
"21713",169,"fit_Y",17,2.125,6.84074041223917,0.0778861324380936
"21714",169,"fit_Y",18,2.25,7.36661723782021,0.0966706129291645
"21715",169,"fit_Y",19,2.375,7.82304059517877,0.0978109945136342
"21716",169,"fit_Y",20,2.5,8.30789886836282,0.132241981170169
"21717",169,"fit_Y",21,2.625,8.95378903975755,0.127660017980093
"21718",169,"fit_Y",22,2.75,9.47636182374949,0.153993899546285
"21719",169,"fit_Y",23,2.875,9.38283500766138,0.165587774890383
"21720",169,"fit_Y",24,3,9.49428712404551,0.176189886059529
"21721",169,"fit_Y",25,3.125,11.7377028436385,0.466686223263059
"21722",169,"fit_Y",26,3.25,11.6950037679376,0.524078142454592
"21723",169,"fit_Y",27,3.375,12.0361882892918,0.568448292941172
"21724",169,"fit_Y",28,3.5,11.6915146246545,0.302729837758895
"21725",169,"fit_Y",29,3.625,12.3019601867168,0.363593997570193
"21726",169,"fit_Y",30,3.75,12.9447507752821,0.371045621072115
"21727",169,"fit_Y",31,3.875,13.2625510334683,0.480480500825796
"21728",169,"fit_Y",32,4,13.9726272738824,0.505365036828216
"21729",169,"fit_total",1,0.125,3.1187915,0.0596811515577793
"21730",169,"fit_total",2,0.25,5.5370525,0.222308264382768
"21731",169,"fit_total",3,0.375,5.1436575,0.168632675694447
"21732",169,"fit_total",4,0.5,4.636558,0.19790539823998
"21733",169,"fit_total",5,0.625,6.453175,0.0795430058064647
"21734",169,"fit_total",6,0.75,6.9915855,0.0862645637813925
"21735",169,"fit_total",7,0.875,7.1099335,0.0745087829732275
"21736",169,"fit_total",8,1,7.1842705,0.0744784156567349
"21737",169,"fit_total",9,1.125,7.737945,0.143820883006916
"21738",169,"fit_total",10,1.25,8.1041645,0.233805917667007
"21739",169,"fit_total",11,1.375,8.0999325,0.191562040794842
"21740",169,"fit_total",12,1.5,8.2324375,0.228677757304041
"21741",169,"fit_total",13,1.625,8.2379005,0.22857048152594
"21742",169,"fit_total",14,1.75,7.514855,1.10751120015086
"21743",169,"fit_total",15,1.875,6.212364,0.0822228322636392
"21744",169,"fit_total",16,2,6.9325525,0.134961911270132
"21745",169,"fit_total",17,2.125,7.481273,0.136060278237777
"21746",169,"fit_total",18,2.25,8.085398,0.190464857163051
"21747",169,"fit_total",19,2.375,8.735343,0.187837253463973
"21748",169,"fit_total",20,2.5,9.252525,0.248351735488605
"21749",169,"fit_total",21,2.625,10.0195965,0.292149521031853
"21750",169,"fit_total",22,2.75,10.5513965,0.376615255961545
"21751",169,"fit_total",23,2.875,10.5458235,0.439460438713995
"21752",169,"fit_total",24,3,11.642652,0.376150511858906
"21753",169,"fit_total",25,3.125,15.100276,0.62067895890246
"21754",169,"fit_total",26,3.25,15.566493,0.695656343777137
"21755",169,"fit_total",27,3.375,16.2436735,0.754083993675724
"21756",169,"fit_total",28,3.5,13.172957,0.767711854517479
"21757",169,"fit_total",29,3.625,13.6158645,0.786534061509029
"21758",169,"fit_total",30,3.75,14.3571025,0.895200580547666
"21759",169,"fit_total",31,3.875,14.544882,1.13119908320081
"21760",169,"fit_total",32,4,15.683551,1.3378036595344
"21761",170,"fit_B",1,0.125,5.33864052100215,0.0986323002785107
"21762",170,"fit_B",2,0.25,4.49538552022306,0.113302595101112
"21763",170,"fit_B",3,0.375,4.2836777139535,0.0753832549533776
"21764",170,"fit_B",4,0.5,4.58453351626602,0.154953136461848
"21765",170,"fit_B",5,0.625,5.12016665645227,0.0909112872906358
"21766",170,"fit_B",6,0.75,5.7581217914846,0.0956114568462257
"21767",170,"fit_B",7,0.875,5.85694673752822,0.091008944133488
"21768",170,"fit_B",8,1,5.87353198044218,0.095629557502218
"21769",170,"fit_B",9,1.125,6.17794523110835,0.165396674493579
"21770",170,"fit_B",10,1.25,6.40312296607772,0.249174872074821
"21771",170,"fit_B",11,1.375,6.56693762264936,0.200831166558709
"21772",170,"fit_B",12,1.5,6.81636711856904,0.23429405397103
"21773",170,"fit_B",13,1.625,6.91625346289848,0.243760930033539
"21774",170,"fit_B",14,1.75,6.44599577701216,0.765853793206965
"21775",170,"fit_B",15,1.875,6.20516692029384,0.0837849507262667
"21776",170,"fit_B",16,2,6.99819525880034,0.123115543365934
"21777",170,"fit_B",17,2.125,7.56947032621959,0.141098092657211
"21778",170,"fit_B",18,2.25,8.16728996900195,0.176851699957991
"21779",170,"fit_B",19,2.375,8.8969028127838,0.229722879416266
"21780",170,"fit_B",20,2.5,9.35000485317546,0.263585212888982
"21781",170,"fit_B",21,2.625,10.1915632360817,0.300076950840375
"21782",170,"fit_B",22,2.75,10.8328393341724,0.468761237997351
"21783",170,"fit_B",23,2.875,10.7516498910447,0.512808065444833
"21784",170,"fit_B",24,3,12.1514301953441,0.397904294854721
"21785",170,"fit_B",25,3.125,15.6416988649691,0.592733720305854
"21786",170,"fit_B",26,3.25,16.5613759528766,0.663223327704492
"21787",170,"fit_B",27,3.375,17.2102120974058,0.712914330520659
"21788",170,"fit_B",28,3.5,13.4666175449485,0.798487146678118
"21789",170,"fit_B",29,3.625,13.9985652644595,0.907695509805792
"21790",170,"fit_B",30,3.75,14.392926425915,1.05619358606412
"21791",170,"fit_B",31,3.875,15.3163195370783,1.173379948077
"21792",170,"fit_B",32,4,15.5061253648407,1.4995869403468
"21793",170,"fit_O",1,0.125,5.2386636572148,0.140290792540081
"21794",170,"fit_O",2,0.25,7.55700283407433,0.0471757427491117
"21795",170,"fit_O",3,0.375,7.57086921561615,0.0516741746318776
"21796",170,"fit_O",4,0.5,7.63796686117754,0.0444464178472251
"21797",170,"fit_O",5,0.625,7.31072921822825,0.0438523347553038
"21798",170,"fit_O",6,0.75,6.66087185470084,0.0674630208832133
"21799",170,"fit_O",7,0.875,7.14288770278877,0.0470137758014229
"21800",170,"fit_O",8,1,7.33314460636574,0.0531674307015302
"21801",170,"fit_O",9,1.125,7.35674210112089,0.0707621572231295
"21802",170,"fit_O",10,1.25,7.5791925522213,0.0693071803356326
"21803",170,"fit_O",11,1.375,7.77207408415061,0.0654894317569494
"21804",170,"fit_O",12,1.5,7.94953861222716,0.0574935865745559
"21805",170,"fit_O",13,1.625,8.10276665029094,0.0787894900588682
"21806",170,"fit_O",14,1.75,7.54623919623404,2.53053821737129
"21807",170,"fit_O",15,1.875,0.187,1.31576724170479
"21808",170,"fit_O",16,2,0,0
"21809",170,"fit_O",17,2.125,0,0
"21810",170,"fit_O",18,2.25,0,0
"21811",170,"fit_O",19,2.375,0,0
"21812",170,"fit_O",20,2.5,0,0
"21813",170,"fit_O",21,2.625,0,0
"21814",170,"fit_O",22,2.75,0,0
"21815",170,"fit_O",23,2.875,0,0
"21816",170,"fit_O",24,3,0,0
"21817",170,"fit_O",25,3.125,0,0
"21818",170,"fit_O",26,3.25,0,0
"21819",170,"fit_O",27,3.375,0,0
"21820",170,"fit_O",28,3.5,0,0
"21821",170,"fit_O",29,3.625,0,0
"21822",170,"fit_O",30,3.75,0,0
"21823",170,"fit_O",31,3.875,0,0
"21824",170,"fit_O",32,4,0,0
"21825",170,"fit_Y",1,0.125,2.81302083560584,0.045441024624992
"21826",170,"fit_Y",2,0.25,5.17258008453514,0.280158932566839
"21827",170,"fit_Y",3,0.375,4.80656715536395,0.175294314053642
"21828",170,"fit_Y",4,0.5,4.29327676994881,0.111379363141847
"21829",170,"fit_Y",5,0.625,7.27809131051575,0.0910954332466983
"21830",170,"fit_Y",6,0.75,8.50982300185286,0.0364427495678702
"21831",170,"fit_Y",7,0.875,8.51272539041954,0.0325181922910102
"21832",170,"fit_Y",8,1,8.64346545084233,0.0351463604469955
"21833",170,"fit_Y",9,1.125,9.90280264523809,0.0352034333863565
"21834",170,"fit_Y",10,1.25,10.998063922046,0.0750592028425039
"21835",170,"fit_Y",11,1.375,11.2447479070149,0.0633288740614205
"21836",170,"fit_Y",12,1.5,11.5063232764521,0.0679250277002511
"21837",170,"fit_Y",13,1.625,12.0940842918231,0.12551925683199
"21838",170,"fit_Y",14,1.75,11.6985799416672,1.85478188659432
"21839",170,"fit_Y",15,1.875,6.15341957762431,0.0689357011916447
"21840",170,"fit_Y",16,2,6.50489484237985,0.0664439458982494
"21841",170,"fit_Y",17,2.125,6.8429280304046,0.0819503177787831
"21842",170,"fit_Y",18,2.25,7.37687882510687,0.104662534199427
"21843",170,"fit_Y",19,2.375,7.83867679570144,0.0936020636952573
"21844",170,"fit_Y",20,2.5,8.28827099645366,0.117961670939589
"21845",170,"fit_Y",21,2.625,8.97134036825641,0.143713368881285
"21846",170,"fit_Y",22,2.75,9.50138339955213,0.158443500581369
"21847",170,"fit_Y",23,2.875,9.39665282284097,0.193660385735015
"21848",170,"fit_Y",24,3,9.52431039748135,0.194031715665761
"21849",170,"fit_Y",25,3.125,11.4029479356665,0.444537598332673
"21850",170,"fit_Y",26,3.25,11.6036080762108,0.498570578483007
"21851",170,"fit_Y",27,3.375,11.8257432676391,0.531980959671031
"21852",170,"fit_Y",28,3.5,11.6760702182431,0.34034741451887
"21853",170,"fit_Y",29,3.625,12.325746479308,0.32610855053377
"21854",170,"fit_Y",30,3.75,12.8272884482461,0.425343609255796
"21855",170,"fit_Y",31,3.875,13.4359514641475,0.504839485116289
"21856",170,"fit_Y",32,4,13.7747155366491,0.581786138214321
"21857",170,"fit_total",1,0.125,3.1012525,0.0664347072091817
"21858",170,"fit_total",2,0.25,5.5396165,0.225527518988171
"21859",170,"fit_total",3,0.375,5.145179,0.169821493651601
"21860",170,"fit_total",4,0.5,4.6368705,0.196121645035072
"21861",170,"fit_total",5,0.625,6.454703,0.0787329913714895
"21862",170,"fit_total",6,0.75,6.988456,0.0876300163278323
"21863",170,"fit_total",7,0.875,7.112498,0.0710628381480543
"21864",170,"fit_total",8,1,7.1765815,0.0776220790387176
"21865",170,"fit_total",9,1.125,7.7349145,0.144564971639052
"21866",170,"fit_total",10,1.25,8.0890255,0.24974812003165
"21867",170,"fit_total",11,1.375,8.0994695,0.188713683494683
"21868",170,"fit_total",12,1.5,8.225959,0.215218817751008
"21869",170,"fit_total",13,1.625,8.248702,0.248678350111427
"21870",170,"fit_total",14,1.75,7.5004735,1.10309403226238
"21871",170,"fit_total",15,1.875,6.20103,0.0802561769547612
"21872",170,"fit_total",16,2,6.94799,0.115572679699526
"21873",170,"fit_total",17,2.125,7.4880665,0.131506914411872
"21874",170,"fit_total",18,2.25,8.0704765,0.165704075475048
"21875",170,"fit_total",19,2.375,8.755023,0.210541811200617
"21876",170,"fit_total",20,2.5,9.198916,0.239759297950122
"21877",170,"fit_total",21,2.625,10.004812,0.276038362426879
"21878",170,"fit_total",22,2.75,10.6241195,0.424141724330358
"21879",170,"fit_total",23,2.875,10.5485135,0.470904781591788
"21880",170,"fit_total",24,3,11.726478,0.365276188458193
"21881",170,"fit_total",25,3.125,14.6679315,0.606748721667547
"21882",170,"fit_total",26,3.25,15.4325755,0.692920318035351
"21883",170,"fit_total",27,3.375,15.949651,0.752231355347999
"21884",170,"fit_total",28,3.5,13.164526,0.731206027650708
"21885",170,"fit_total",29,3.625,13.71616,0.81932123280509
"21886",170,"fit_total",30,3.75,14.1193735,0.953217977801929
"21887",170,"fit_total",31,3.875,14.99479,1.08032224871128
"21888",170,"fit_total",32,4,15.1969545,1.3545716875723
"21889",171,"fit_B",1,0.125,5.33855009647905,0.0962687696780274
"21890",171,"fit_B",2,0.25,4.49478691994972,0.11171056629226
"21891",171,"fit_B",3,0.375,4.28358895471641,0.0755418330623235
"21892",171,"fit_B",4,0.5,4.58466160783183,0.154069234386424
"21893",171,"fit_B",5,0.625,5.11922689188043,0.0899115553868201
"21894",171,"fit_B",6,0.75,5.75752890562196,0.0939081772184616
"21895",171,"fit_B",7,0.875,5.86580454202503,0.0839511994524729
"21896",171,"fit_B",8,1,5.86782679715183,0.105074604020921
"21897",171,"fit_B",9,1.125,6.16745344092867,0.17266729634159
"21898",171,"fit_B",10,1.25,6.38804619844848,0.26226770879905
"21899",171,"fit_B",11,1.375,6.56895035021827,0.20311429049113
"21900",171,"fit_B",12,1.5,6.81460999743933,0.231483573885739
"21901",171,"fit_B",13,1.625,6.91548515289968,0.254581883226956
"21902",171,"fit_B",14,1.75,6.46224708701297,0.755826530425772
"21903",171,"fit_B",15,1.875,6.22109377732709,0.0880844262649542
"21904",171,"fit_B",16,2,7.00732141805002,0.14878610469157
"21905",171,"fit_B",17,2.125,7.57329777047882,0.148559846907846
"21906",171,"fit_B",18,2.25,8.17204272832818,0.16253318196683
"21907",171,"fit_B",19,2.375,8.87430653701128,0.230977034048239
"21908",171,"fit_B",20,2.5,9.47020620684322,0.234076051751808
"21909",171,"fit_B",21,2.625,10.216191037633,0.30890510544493
"21910",171,"fit_B",22,2.75,10.7115498625764,0.444550664675046
"21911",171,"fit_B",23,2.875,10.7441535085489,0.479349024366587
"21912",171,"fit_B",24,3,12.0632141438768,0.396595276287377
"21913",171,"fit_B",25,3.125,16.0502909026786,0.585442247978582
"21914",171,"fit_B",26,3.25,16.6943713251975,0.631158550236359
"21915",171,"fit_B",27,3.375,17.4840434205926,0.701954737393702
"21916",171,"fit_B",28,3.5,13.4697977983055,0.80992809778104
"21917",171,"fit_B",29,3.625,13.8594172278295,0.940076373886145
"21918",171,"fit_B",30,3.75,14.5798139275393,0.959403358351226
"21919",171,"fit_B",31,3.875,14.7555048059608,1.268114366092
"21920",171,"fit_B",32,4,15.9439828567193,1.44709009700739
"21921",171,"fit_O",1,0.125,5.25567880159409,0.135249640313619
"21922",171,"fit_O",2,0.25,7.55606570111153,0.0467421281447002
"21923",171,"fit_O",3,0.375,7.57337493018528,0.0515350838880864
"21924",171,"fit_O",4,0.5,7.63821362417677,0.0449853658311232
"21925",171,"fit_O",5,0.625,7.31289849675419,0.0428794535262486
"21926",171,"fit_O",6,0.75,6.66902756468022,0.0676281357600847
"21927",171,"fit_O",7,0.875,7.1379143066572,0.0533327912934067
"21928",171,"fit_O",8,1,7.33282639231447,0.0444101418402804
"21929",171,"fit_O",9,1.125,7.3521059665005,0.0651006929133661
"21930",171,"fit_O",10,1.25,7.57897894119223,0.0656366538461739
"21931",171,"fit_O",11,1.375,7.76346191951528,0.0728613285673162
"21932",171,"fit_O",12,1.5,7.94778610281468,0.0630386270292137
"21933",171,"fit_O",13,1.625,8.09547400414217,0.0928588552312382
"21934",171,"fit_O",14,1.75,7.52988016545946,2.52569343613896
"21935",171,"fit_O",15,1.875,0.1715,1.21035630032539
"21936",171,"fit_O",16,2,0,0
"21937",171,"fit_O",17,2.125,0,0
"21938",171,"fit_O",18,2.25,0,0
"21939",171,"fit_O",19,2.375,0,0
"21940",171,"fit_O",20,2.5,0,0
"21941",171,"fit_O",21,2.625,0,0
"21942",171,"fit_O",22,2.75,0,0
"21943",171,"fit_O",23,2.875,0,0
"21944",171,"fit_O",24,3,0,0
"21945",171,"fit_O",25,3.125,0,0
"21946",171,"fit_O",26,3.25,0,0
"21947",171,"fit_O",27,3.375,0,0
"21948",171,"fit_O",28,3.5,0,0
"21949",171,"fit_O",29,3.625,0,0
"21950",171,"fit_O",30,3.75,0,0
"21951",171,"fit_O",31,3.875,0,0
"21952",171,"fit_O",32,4,0,0
"21953",171,"fit_Y",1,0.125,2.84473989978432,0.0422793088915864
"21954",171,"fit_Y",2,0.25,5.16940645719849,0.275080633578532
"21955",171,"fit_Y",3,0.375,4.80955866335067,0.170794469976199
"21956",171,"fit_Y",4,0.5,4.29472320959122,0.111296423736102
"21957",171,"fit_Y",5,0.625,7.28044067493411,0.0921131672800681
"21958",171,"fit_Y",6,0.75,8.511325073838,0.0343931896899461
"21959",171,"fit_Y",7,0.875,8.51808734295146,0.0329600789562353
"21960",171,"fit_Y",8,1,8.64325809793715,0.0382432558776947
"21961",171,"fit_Y",9,1.125,9.90105830296512,0.0324392679391577
"21962",171,"fit_Y",10,1.25,11.0000775377845,0.0707248292316826
"21963",171,"fit_Y",11,1.375,11.2482419085502,0.0623351788811862
"21964",171,"fit_Y",12,1.5,11.5035228619746,0.0751269165515308
"21965",171,"fit_Y",13,1.625,12.0819678906604,0.124241584285815
"21966",171,"fit_Y",14,1.75,11.735444997702,1.86287130924512
